BOR003;02;BORDAR              ;1FR5841801005  ;4518
FUR001;03;FURAR               ;1FR5841801005  ;4519
COR002;04;CORTAR              ;1FR5841801005  ;4520
BOR001;05;BORDAR              ;1FR5841801005  ;4521
COR001;01;CORTAR              ;1FR5841801040  ;4522
BOR003;02;BORDAR              ;1FR5841801040  ;4523
FUR001;03;FURAR               ;1FR5841801040  ;4524
COR002;04;CORTAR              ;1FR5841801040  ;4525
BOR001;05;BORDAR              ;1FR5841801040  ;4526
COR001;01;CORTAR              ;1FR5841801042  ;4527
BOR003;02;BORDAR              ;1FR5841801042  ;4528
FUR001;03;FURAR               ;1FR5841801042  ;4529
COR002;04;CORTAR              ;1FR5841801042  ;4530
BOR001;05;BORDAR              ;1FR5841801042  ;4531
COR001;01;CORTAR              ;1FR5841801111  ;4532
BOR003;02;BORDAR              ;1FR5841801111  ;4533
FUR001;03;FURAR               ;1FR5841801111  ;4534
COR002;04;CORTAR              ;1FR5841801111  ;4535
BOR001;05;BORDAR              ;1FR5841801111  ;4536
COR001;01;CORTAR              ;1FR6151500004  ;4537
BOR003;02;BORDAR              ;1FR6151500004  ;4538
FUR001;03;FURAR               ;1FR6151500004  ;4539
COR002;04;CORTAR              ;1FR6151500004  ;4540
BOR001;05;BORDAR              ;1FR6151500004  ;4541
COR001;01;CORTAR              ;1FR6151500005  ;4542
BOR003;02;BORDAR              ;1FR6151500005  ;4543
FUR001;03;FURAR               ;1FR6151500005  ;4544
COR002;04;CORTAR              ;1FR6151500005  ;4545
BOR001;05;BORDAR              ;1FR6151500005  ;4546
COR001;01;CORTAR              ;1FR6211800004  ;4547
BOR003;02;BORDAR              ;1FR6211800004  ;4548
FUR001;03;FURAR               ;1FR6211800004  ;4549
COR002;04;CORTAR              ;1FR6211800004  ;4550
BOR001;05;BORDAR              ;1FR6211800004  ;4551
COR001;01;CORTAR              ;1FR6211800005  ;4552
BOR003;02;BORDAR              ;1FR6211800005  ;4553
FUR001;03;FURAR               ;1FR6211800005  ;4554
COR002;04;CORTAR              ;1FR6211800005  ;4555
BOR001;05;BORDAR              ;1FR6211800005  ;4556
COR001;01;CORTAR              ;1FR6211800040  ;4557
BOR003;02;BORDAR              ;1FR6211800040  ;4558
FUR001;03;FURAR               ;1FR6211800040  ;4559
COR002;04;CORTAR              ;1FR6211800040  ;4560
BOR001;05;BORDAR              ;1FR6211800040  ;4561
COR001;01;CORTAR              ;1FR6211800042  ;4562
BOR003;02;BORDAR              ;1FR6211800042  ;4563
FUR001;03;FURAR               ;1FR6211800042  ;4564
COR002;04;CORTAR              ;1FR6211800042  ;4565
BOR001;05;BORDAR              ;1FR6211800042  ;4566
COR001;01;CORTAR              ;1FR6211800111  ;4567
BOR003;02;BORDAR              ;1FR6211800111  ;4568
FUR001;03;FURAR               ;1FR6211800111  ;4569
COR002;04;CORTAR              ;1FR6211800111  ;4570
BOR001;05;BORDAR              ;1FR6211800111  ;4571
COR001;01;CORTAR              ;1FR6441500005  ;4572
BOR003;02;BORDAR              ;1FR6441500005  ;4573
FUR001;03;FURAR               ;1FR6441500005  ;4574
COR002;04;CORTAR              ;1FR6441500005  ;4575
BOR001;05;BORDAR              ;1FR6441500005  ;4576
COR001;01;CORTAR              ;1FR6881500700  ;4577
BOR003;02;BORDAR              ;1FR6881500700  ;4578
FUR001;03;FURAR               ;1FR6881500700  ;4579
COR002;04;CORTAR              ;1FR6881500700  ;4580
BOR001;05;BORDAR              ;1FR6881500700  ;4581
COR001;01;CORTAR              ;1FR7261800001  ;4582
BOR003;02;BORDAR              ;1FR7261800001  ;4583
FUR001;03;FURAR               ;1FR7261800001  ;4584
COR002;04;CORTAR              ;1FR7261800001  ;4585
BOR001;05;BORDAR              ;1FR7261800001  ;4586
COR001;01;CORTAR              ;1FR7571000001  ;4587
BOR003;02;BORDAR              ;1FR7571000001  ;4588
FUR001;03;FURAR               ;1FR7571000001  ;4589
COR002;04;CORTAR              ;1FR7571000001  ;4590
BOR001;05;BORDAR              ;1FR7571000001  ;4591
COR001;01;CORTAR              ;1FR7731800004  ;4592
BOR003;02;BORDAR              ;1FR7731800004  ;4593
FUR001;03;FURAR               ;1FR7731800004  ;4594
COR002;04;CORTAR              ;1FR7731800004  ;4595
BOR001;05;BORDAR              ;1FR7731800004  ;4596
COR001;01;CORTAR              ;1FR7731800005  ;4597
BOR003;02;BORDAR              ;1FR7731800005  ;4598
FUR001;03;FURAR               ;1FR7731800005  ;4599
COR002;04;CORTAR              ;1FR7731800005  ;4600
BOR001;05;BORDAR              ;1FR7731800005  ;4601
COR001;01;CORTAR              ;1FR7741500005  ;4602
BOR003;02;BORDAR              ;1FR7741500005  ;4603
FUR001;03;FURAR               ;1FR7741500005  ;4604
COR002;04;CORTAR              ;1FR7741500005  ;4605
BOR001;05;BORDAR              ;1FR7741500005  ;4606
COR001;01;CORTAR              ;1FR7741800004  ;4607
BOR003;02;BORDAR              ;1FR7741800004  ;4608
FUR001;03;FURAR               ;1FR7741800004  ;4609
COR002;04;CORTAR              ;1FR7741800004  ;4610
BOR001;05;BORDAR              ;1FR7741800004  ;4611
COR001;01;CORTAR              ;1FR7741800005  ;4612
BOR003;02;BORDAR              ;1FR7741800005  ;4613
FUR001;03;FURAR               ;1FR7741800005  ;4614
COR002;04;CORTAR              ;1FR7741800005  ;4615
BOR001;05;BORDAR              ;1FR7741800005  ;4616
COR001;01;CORTAR              ;1FR7741800040  ;4617
BOR003;02;BORDAR              ;1FR7741800040  ;4618
FUR001;03;FURAR               ;1FR7741800040  ;4619
COR002;04;CORTAR              ;1FR7741800040  ;4620
BOR001;05;BORDAR              ;1FR7741800040  ;4621
COR001;01;CORTAR              ;1FR7741800042  ;4622
BOR003;02;BORDAR              ;1FR7741800042  ;4623
FUR001;03;FURAR               ;1FR7741800042  ;4624
COR002;04;CORTAR              ;1FR7741800042  ;4625
BOR001;05;BORDAR              ;1FR7741800042  ;4626
COR001;01;CORTAR              ;1FR7741800111  ;4627
BOR003;02;BORDAR              ;1FR7741800111  ;4628
FUR001;03;FURAR               ;1FR7741800111  ;4629
COR002;04;CORTAR              ;1FR7741800111  ;4630
BOR001;05;BORDAR              ;1FR7741800111  ;4631
COR001;01;CORTAR              ;1FR7831800004  ;4632
BOR003;02;BORDAR              ;1FR7831800004  ;4633
FUR001;03;FURAR               ;1FR7831800004  ;4634
COR002;04;CORTAR              ;1FR7831800004  ;4635
BOR001;05;BORDAR              ;1FR7831800004  ;4636
COR001;01;CORTAR              ;1FR7831800005  ;4637
BOR003;02;BORDAR              ;1FR7831800005  ;4638
FUR001;03;FURAR               ;1FR7831800005  ;4639
COR002;04;CORTAR              ;1FR7831800005  ;4640
BOR001;05;BORDAR              ;1FR7831800005  ;4641
COR001;01;CORTAR              ;1FR7931000005  ;4642
BOR003;02;BORDAR              ;1FR7931000005  ;4643
FUR001;03;FURAR               ;1FR7931000005  ;4644
COR002;04;CORTAR              ;1FR7931000005  ;4645
BOR001;05;BORDAR              ;1FR7931000005  ;4646
COR001;01;CORTAR              ;1FR8571500003  ;4647
BOR003;02;BORDAR              ;1FR8571500003  ;4648
FUR001;03;FURAR               ;1FR8571500003  ;4649
COR002;04;CORTAR              ;1FR8571500003  ;4650
BOR001;05;BORDAR              ;1FR8571500003  ;4651
COR001;01;CORTAR              ;1FR8571800004  ;4652
BOR003;02;BORDAR              ;1FR8571800004  ;4653
FUR001;03;FURAR               ;1FR8571800004  ;4654
COR002;04;CORTAR              ;1FR8571800004  ;4655
BOR001;05;BORDAR              ;1FR8571800004  ;4656
COR001;01;CORTAR              ;1FR8571800005  ;4657
BOR003;02;BORDAR              ;1FR8571800005  ;4658
FUR001;03;FURAR               ;1FR8571800005  ;4659
COR002;04;CORTAR              ;1FR8571800005  ;4660
BOR001;05;BORDAR              ;1FR8571800005  ;4661
COR001;01;CORTAR              ;1FR8571801004  ;4662
BOR003;02;BORDAR              ;1FR8571801004  ;4663
FUR001;03;FURAR               ;1FR8571801004  ;4664
COR002;04;CORTAR              ;1FR8571801004  ;4665
BOR001;05;BORDAR              ;1FR8571801004  ;4666
COR001;01;CORTAR              ;1FR8571801005  ;4667
BOR003;02;BORDAR              ;1FR8571801005  ;4668
FUR001;03;FURAR               ;1FR8571801005  ;4669
COR002;04;CORTAR              ;1FR8571801005  ;4670
BOR001;05;BORDAR              ;1FR8571801005  ;4671
COR001;01;CORTAR              ;1FR8571801040  ;4672
BOR003;02;BORDAR              ;1FR8571801040  ;4673
FUR001;03;FURAR               ;1FR8571801040  ;4674
COR002;04;CORTAR              ;1FR8571801040  ;4675
BOR001;05;BORDAR              ;1FR8571801040  ;4676
COR001;01;CORTAR              ;1FR8571801042  ;4677
BOR003;02;BORDAR              ;1FR8571801042  ;4678
FUR001;03;FURAR               ;1FR8571801042  ;4679
COR002;04;CORTAR              ;1FR8571801042  ;4680
BOR001;05;BORDAR              ;1FR8571801042  ;4681
COR001;01;CORTAR              ;1FR8571801111  ;4682
BOR003;02;BORDAR              ;1FR8571801111  ;4683
FUR001;03;FURAR               ;1FR8571801111  ;4684
COR002;04;CORTAR              ;1FR8571801111  ;4685
BOR001;05;BORDAR              ;1FR8571801111  ;4686
COR001;01;CORTAR              ;1FR8571802004  ;4687
BOR003;02;BORDAR              ;1FR8571802004  ;4688
FUR001;03;FURAR               ;1FR8571802004  ;4689
COR002;04;CORTAR              ;1FR8571802004  ;4690
BOR001;05;BORDAR              ;1FR8571802004  ;4691
COR001;01;CORTAR              ;1FR8571802005  ;4692
BOR003;02;BORDAR              ;1FR8571802005  ;4693
FUR001;03;FURAR               ;1FR8571802005  ;4694
COR002;04;CORTAR              ;1FR8571802005  ;4695
BOR001;05;BORDAR              ;1FR8571802005  ;4696
COR001;01;CORTAR              ;1FR8581800004  ;4697
BOR003;02;BORDAR              ;1FR8581800004  ;4698
FUR001;03;FURAR               ;1FR8581800004  ;4699
COR002;04;CORTAR              ;1FR8581800004  ;4700
BOR001;05;BORDAR              ;1FR8581800004  ;4701
COR001;01;CORTAR              ;1FR8581800005  ;4702
BOR003;02;BORDAR              ;1FR8581800005  ;4703
FUR001;03;FURAR               ;1FR8581800005  ;4704
COR002;04;CORTAR              ;1FR8581800005  ;4705
BOR001;05;BORDAR              ;1FR8581800005  ;4706
COR001;01;CORTAR              ;1FR8581800007  ;4707
BOR003;02;BORDAR              ;1FR8581800007  ;4708
FUR001;03;FURAR               ;1FR8581800007  ;4709
COR002;04;CORTAR              ;1FR8581800007  ;4710
BOR001;05;BORDAR              ;1FR8581800007  ;4711
COR001;01;CORTAR              ;1FR8581800040  ;4712
BOR003;02;BORDAR              ;1FR8581800040  ;4713
FUR001;03;FURAR               ;1FR8581800040  ;4714
COR002;04;CORTAR              ;1FR8581800040  ;4715
BOR001;05;BORDAR              ;1FR8581800040  ;4716
COR001;01;CORTAR              ;1FR8581800042  ;4717
BOR003;02;BORDAR              ;1FR8581800042  ;4718
FUR001;03;FURAR               ;1FR8581800042  ;4719
COR002;04;CORTAR              ;1FR8581800042  ;4720
BOR001;05;BORDAR              ;1FR8581800042  ;4721
COR001;01;CORTAR              ;1FR8581800111  ;4722
BOR003;02;BORDAR              ;1FR8581800111  ;4723
FUR001;03;FURAR               ;1FR8581800111  ;4724
COR002;04;CORTAR              ;1FR8581800111  ;4725
BOR001;05;BORDAR              ;1FR8581800111  ;4726
COR001;01;CORTAR              ;1FR8581801004  ;4727
BOR003;02;BORDAR              ;1FR8581801004  ;4728
FUR001;03;FURAR               ;1FR8581801004  ;4729
COR002;04;CORTAR              ;1FR8581801004  ;4730
BOR001;05;BORDAR              ;1FR8581801004  ;4731
COR001;01;CORTAR              ;1FR8581801005  ;4732
BOR003;02;BORDAR              ;1FR8581801005  ;4733
FUR001;03;FURAR               ;1FR8581801005  ;4734
COR002;04;CORTAR              ;1FR8581801005  ;4735
BOR001;05;BORDAR              ;1FR8581801005  ;4736
COR001;01;CORTAR              ;1FR8581801007  ;4737
BOR003;02;BORDAR              ;1FR8581801007  ;4738
FUR001;03;FURAR               ;1FR8581801007  ;4739
COR002;04;CORTAR              ;1FR8581801007  ;4740
BOR001;05;BORDAR              ;1FR8581801007  ;4741
COR001;01;CORTAR              ;1FR8671800004  ;4742
BOR003;02;BORDAR              ;1FR8671800004  ;4743
FUR001;03;FURAR               ;1FR8671800004  ;4744
COR002;04;CORTAR              ;1FR8671800004  ;4745
BOR001;05;BORDAR              ;1FR8671800004  ;4746
COR001;01;CORTAR              ;1FR8671800005  ;4747
BOR003;02;BORDAR              ;1FR8671800005  ;4748
FUR001;03;FURAR               ;1FR8671800005  ;4749
COR002;04;CORTAR              ;1FR8671800005  ;4750
BOR001;05;BORDAR              ;1FR8671800005  ;4751
COR001;01;CORTAR              ;1FR8871000001  ;4752
BOR003;02;BORDAR              ;1FR8871000001  ;4753
FUR001;03;FURAR               ;1FR8871000001  ;4754
COR002;04;CORTAR              ;1FR8871000001  ;4755
BOR001;05;BORDAR              ;1FR8871000001  ;4756
COR001;01;CORTAR              ;1FU001CVMZ     ;4757
COR001;01;CORTAR              ;1FU001IB       ;4758
COR001;01;CORTAR              ;1FU002CVMZ     ;4759
COR001;01;CORTAR              ;1FU002IB       ;4760
COR001;01;CORTAR              ;1FU003CVMZ     ;4761
COR001;01;CORTAR              ;1FU003IB       ;4762
COR001;01;CORTAR              ;1FU004IB       ;4763
COR001;01;CORTAR              ;1FU004TW       ;4764
COR001;01;CORTAR              ;1FU005IB       ;4765
COR001;01;CORTAR              ;1FU006BR       ;4766
COR001;01;CORTAR              ;1FU007BR       ;4767
BOR003;02;BORDAR              ;1FU007BR       ;4768
FUR001;03;FURAR               ;1FU007BR       ;4769
COR001;01;CORTAR              ;1FU008BR       ;4770
BOR003;02;BORDAR              ;1FU008BR       ;4771
FUR001;03;FURAR               ;1FU008BR       ;4772
COR001;01;CORTAR              ;1FU009BR       ;4773
COR001;01;CORTAR              ;1FU010BR       ;4774
COR001;01;CORTAR              ;1FU011BR       ;4775
COR001;01;CORTAR              ;1FU012BR       ;4776
COR001;01;CORTAR              ;1FU013BR       ;4777
COR001;01;CORTAR              ;1FU014BR       ;4778
COR001;01;CORTAR              ;1FU015BR       ;4779
COR001;01;CORTAR              ;1FU016BR       ;4780
COR001;01;CORTAR              ;1FU017BR       ;4781
COR001;01;CORTAR              ;1FU018BR       ;4782
COR001;01;CORTAR              ;1FU019BR       ;4783
COR001;01;CORTAR              ;1FU020BR       ;4784
COR001;01;CORTAR              ;1FU021BR       ;4785
COR001;01;CORTAR              ;1FU022BR       ;4786
BOR003;02;BORDAR              ;1FU022BR       ;4787
FUR001;03;FURAR               ;1FU022BR       ;4788
COR001;01;CORTAR              ;1FU023BR       ;4789
COR001;01;CORTAR              ;1FU024BR       ;4790
COR001;01;CORTAR              ;1FU025BR       ;4791
COR001;01;CORTAR              ;1FU026BR       ;4792
COR001;01;CORTAR              ;1FU026CVIZ     ;4793
COR001;01;CORTAR              ;1FU026CVMZ     ;4794
COR001;01;CORTAR              ;1FU026IB       ;4795
COR001;01;CORTAR              ;1FU026TW       ;4796
COR001;01;CORTAR              ;1FU027BR       ;4797
COR001;01;CORTAR              ;1FU027CVIZ     ;4798
COR001;01;CORTAR              ;1FU027CVMZ     ;4799
COR001;01;CORTAR              ;1FU027IB       ;4800
COR001;01;CORTAR              ;1FU027TW       ;4801
COR001;01;CORTAR              ;1FU028BR       ;4802
COR001;01;CORTAR              ;1FU029BR       ;4803
COR001;01;CORTAR              ;1FU029CVIZ     ;4804
COR001;01;CORTAR              ;1FU029CVMZ     ;4805
COR001;01;CORTAR              ;1FU029IB       ;4806
COR001;01;CORTAR              ;1FU029TW       ;4807
COR001;01;CORTAR              ;1FU030BR       ;4808
COR001;01;CORTAR              ;1FU030CVIZ     ;4809
COR001;01;CORTAR              ;1FU030CVMZ     ;4810
COR001;01;CORTAR              ;1FU030IB       ;4811
COR001;01;CORTAR              ;1FU030TW       ;4812
COR001;01;CORTAR              ;1FU031BR       ;4813
COR001;01;CORTAR              ;1FU031CVIZ     ;4814
COR001;01;CORTAR              ;1FU031CVMZ     ;4815
COR001;01;CORTAR              ;1FU031IB       ;4816
COR001;01;CORTAR              ;1FU031TW       ;4817
COR001;01;CORTAR              ;1FU032BR       ;4818
COR001;01;CORTAR              ;1FU032CVIZ     ;4819
COR001;01;CORTAR              ;1FU032CVMZ     ;4820
COR001;01;CORTAR              ;1FU032IB       ;4821
COR001;01;CORTAR              ;1FU032TW       ;4822
COR001;01;CORTAR              ;1FU033BR       ;4823
COR001;01;CORTAR              ;1FU034BR       ;4824
COR001;01;CORTAR              ;1FU034CVIZ     ;4825
COR001;01;CORTAR              ;1FU034CVMZ     ;4826
COR001;01;CORTAR              ;1FU034IB       ;4827
COR001;01;CORTAR              ;1FU034TW       ;4828
COR001;01;CORTAR              ;1FU035BR       ;4829
BOR003;02;BORDAR              ;1FU035BR       ;4830
FUR001;03;FURAR               ;1FU035BR       ;4831
COR001;01;CORTAR              ;1FU036BR       ;4832
COR001;01;CORTAR              ;1FU037BR       ;4833
COR001;01;CORTAR              ;1FU038BR       ;4834
COR001;01;CORTAR              ;1FU039BR       ;4835
COR001;01;CORTAR              ;1FU040BR       ;4836
COR001;01;CORTAR              ;1FU041BR       ;4837
COR001;01;CORTAR              ;1FU042BR       ;4838
COR001;01;CORTAR              ;1FU042CVIZ     ;4839
COR001;01;CORTAR              ;1FU042CVMZ     ;4840
COR001;01;CORTAR              ;1FU042IB       ;4841
COR001;01;CORTAR              ;1FU042TW       ;4842
COR001;01;CORTAR              ;1FU043BR       ;4843
COR001;01;CORTAR              ;1FU044BR       ;4844
COR001;01;CORTAR              ;1FU045BR       ;4845
COR001;01;CORTAR              ;1FU046BR       ;4846
COR001;01;CORTAR              ;1FU047BR       ;4847
COR001;01;CORTAR              ;1FU048BR       ;4848
COR001;01;CORTAR              ;1FU049BR       ;4849
COR001;01;CORTAR              ;1FU050BR       ;4850
COR001;01;CORTAR              ;1FU051BR       ;4851
COR001;01;CORTAR              ;1FU052BR       ;4852
COR001;01;CORTAR              ;1FU053BR       ;4853
COR001;01;CORTAR              ;1FU054BR       ;4854
COR001;01;CORTAR              ;1FU055BR       ;4855
COR001;01;CORTAR              ;1FU056BR       ;4856
COR001;01;CORTAR              ;1FU057BR       ;4857
COR001;01;CORTAR              ;1FU058BR       ;4858
COR001;01;CORTAR              ;1FU058CVIZ     ;4859
COR001;01;CORTAR              ;1FU058CVMZ     ;4860
COR001;01;CORTAR              ;1FU058IB       ;4861
COR001;01;CORTAR              ;1FU058TW       ;4862
COR001;01;CORTAR              ;1FU059BR       ;4863
COR001;01;CORTAR              ;1FU060BR       ;4864
COR001;01;CORTAR              ;1FU061BR       ;4865
COR001;01;CORTAR              ;1FU062BR       ;4866
COR001;01;CORTAR              ;1FU063BR       ;4867
